cell,celliso,iso,lon,lat,lpj
GLO.4346,ZAF.4346,ZAF,23.25,-26.25,32509
GLO.4347,ZAF.4347,ZAF,23.25,-25.75,32510
GLO.4348,BWA.4348,BWA,23.25,-25.25,32511
GLO.4349,BWA.4349,BWA,23.25,-24.75,32512
GLO.4350,BWA.4350,BWA,23.25,-24.25,32513
GLO.4351,BWA.4351,BWA,23.25,-23.75,32514
GLO.4352,BWA.4352,BWA,23.25,-23.25,32515
GLO.4353,BWA.4353,BWA,23.25,-22.75,32516
GLO.4354,BWA.4354,BWA,23.25,-22.25,32517
GLO.4355,BWA.4355,BWA,23.25,-21.75,32518
GLO.4356,BWA.4356,BWA,23.25,-21.25,32519
GLO.4357,BWA.4357,BWA,23.25,-20.75,32520
GLO.4358,BWA.4358,BWA,23.25,-20.25,32521
GLO.4359,BWA.4359,BWA,23.25,-19.75,32522
GLO.4360,BWA.4360,BWA,23.25,-19.25,32523
GLO.4361,BWA.4361,BWA,23.25,-18.75,32524
GLO.4362,BWA.4362,BWA,23.25,-18.25,32525
GLO.4363,NAM.4363,NAM,23.25,-17.75,32526
GLO.4364,ZMB.4364,ZMB,23.25,-17.25,32527
GLO.4365,ZMB.4365,ZMB,23.25,-16.75,32528
GLO.4366,ZMB.4366,ZMB,23.25,-16.25,32529
GLO.4367,ZMB.4367,ZMB,23.25,-15.75,32530
GLO.4368,ZMB.4368,ZMB,23.25,-15.25,32531
GLO.4369,ZMB.4369,ZMB,23.25,-14.75,32532
GLO.4370,ZMB.4370,ZMB,23.25,-14.25,32533
GLO.4371,ZMB.4371,ZMB,23.25,-13.75,32534
GLO.4372,ZMB.4372,ZMB,23.25,-13.25,32535
GLO.4373,AGO.4373,AGO,23.25,-12.75,32536
GLO.4374,AGO.4374,AGO,23.25,-12.25,32537
GLO.4375,AGO.4375,AGO,23.25,-11.75,32538
GLO.4376,AGO.4376,AGO,23.25,-11.25,32539
GLO.4377,COD.4377,COD,23.25,-10.75,32540
GLO.4378,COD.4378,COD,23.25,-10.25,32541
GLO.4379,COD.4379,COD,23.25,-9.75,32542
GLO.4380,COD.4380,COD,23.25,-9.25,32543
GLO.4381,COD.4381,COD,23.25,-8.75,32544
GLO.4382,COD.4382,COD,23.25,-8.25,32545
GLO.4383,COD.4383,COD,23.25,-7.75,32546
GLO.4384,COD.4384,COD,23.25,-7.25,32547
GLO.4385,COD.4385,COD,23.25,-6.75,32548
GLO.4386,COD.4386,COD,23.25,-6.25,32549
GLO.4387,COD.4387,COD,23.25,-5.75,32550
GLO.4388,COD.4388,COD,23.25,-5.25,32551
GLO.4389,COD.4389,COD,23.25,-4.75,32552
GLO.4390,COD.4390,COD,23.25,-4.25,32553
GLO.4391,COD.4391,COD,23.25,-3.75,32554
GLO.4392,COD.4392,COD,23.25,-3.25,32555
GLO.4393,COD.4393,COD,23.25,-2.75,32556
GLO.4394,COD.4394,COD,23.25,-2.25,32557
GLO.4395,COD.4395,COD,23.25,-1.75,32558
GLO.4396,COD.4396,COD,23.25,-1.25,32559
GLO.4397,COD.4397,COD,23.25,-0.75,32560
GLO.4398,COD.4398,COD,23.25,-0.25,32561
GLO.4399,COD.4399,COD,23.25,0.25,32562
GLO.4400,COD.4400,COD,23.25,0.75,32563
GLO.4401,COD.4401,COD,23.25,1.25,32564
GLO.4402,COD.4402,COD,23.25,1.75,32565
GLO.4403,COD.4403,COD,23.25,2.25,32566
GLO.4404,COD.4404,COD,23.25,2.75,32567
GLO.4405,COD.4405,COD,23.25,3.25,32568
GLO.4406,COD.4406,COD,23.25,3.75,32569
GLO.4407,COD.4407,COD,23.25,4.25,32570
GLO.4408,CAF.4408,CAF,23.25,4.75,32571
GLO.4409,CAF.4409,CAF,23.25,5.25,32572
GLO.4410,CAF.4410,CAF,23.25,5.75,32573
GLO.4411,CAF.4411,CAF,23.25,6.25,32574
GLO.4412,CAF.4412,CAF,23.25,6.75,32575
GLO.4413,CAF.4413,CAF,23.25,7.25,32576
GLO.4414,CAF.4414,CAF,23.25,7.75,32577
GLO.4415,CAF.4415,CAF,23.25,8.25,32578
GLO.4416,CAF.4416,CAF,23.25,8.75,32579
GLO.4417,CAF.4417,CAF,23.25,9.25,32580
GLO.4418,CAF.4418,CAF,23.25,9.75,32581
GLO.4419,CAF.4419,CAF,23.25,10.25,32582
GLO.4420,SDN.4420,SDN,23.25,10.75,32583
GLO.4421,SDN.4421,SDN,23.25,11.25,32584
GLO.4422,SDN.4422,SDN,23.25,11.75,32585
GLO.4423,SDN.4423,SDN,23.25,12.25,32586
GLO.4424,SDN.4424,SDN,23.25,12.75,32587
GLO.4425,SDN.4425,SDN,23.25,13.25,32588
GLO.4426,SDN.4426,SDN,23.25,13.75,32589
GLO.4427,SDN.4427,SDN,23.25,14.25,32590
GLO.4428,SDN.4428,SDN,23.25,14.75,32591
GLO.4429,SDN.4429,SDN,23.25,15.25,32592
GLO.4430,TCD.4430,TCD,23.25,15.75,32593
GLO.4431,TCD.4431,TCD,23.25,16.25,32594
GLO.4432,TCD.4432,TCD,23.25,16.75,32595
GLO.4433,TCD.4433,TCD,23.25,17.25,32596
GLO.4434,TCD.4434,TCD,23.25,17.75,32597
GLO.4435,TCD.4435,TCD,23.25,18.25,32598
GLO.4436,TCD.4436,TCD,23.25,18.75,32599
GLO.4437,TCD.4437,TCD,23.25,19.25,32600
GLO.4438,TCD.4438,TCD,23.25,19.75,32601
GLO.4439,ZAF.4439,ZAF,23.75,-33.75,32703
GLO.4440,ZAF.4440,ZAF,23.75,-33.25,32704
GLO.4441,ZAF.4441,ZAF,23.75,-32.75,32705
GLO.4442,ZAF.4442,ZAF,23.75,-32.25,32706
GLO.4443,ZAF.4443,ZAF,23.75,-31.75,32707
GLO.4444,ZAF.4444,ZAF,23.75,-31.25,32708
GLO.4445,ZAF.4445,ZAF,23.75,-30.75,32709
GLO.4446,ZAF.4446,ZAF,23.75,-30.25,32710
GLO.4447,ZAF.4447,ZAF,23.75,-29.75,32711
GLO.4448,ZAF.4448,ZAF,23.75,-29.25,32712
GLO.4449,ZAF.4449,ZAF,23.75,-28.75,32713
GLO.4450,ZAF.4450,ZAF,23.75,-28.25,32714
GLO.4451,ZAF.4451,ZAF,23.75,-27.75,32715
GLO.4452,ZAF.4452,ZAF,23.75,-27.25,32716
GLO.4453,ZAF.4453,ZAF,23.75,-26.75,32717
GLO.4454,ZAF.4454,ZAF,23.75,-26.25,32718
GLO.4455,ZAF.4455,ZAF,23.75,-25.75,32719
